Name,Job History,Core Skills,Certifications,Education,Languages,Project History,Leadership Experience,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism,Cognitive Style,Conflict Resolution Style,Work Environment Preference,Team Role Tendency,Risk Tolerance,Preferred Industry,Geographic Preference,Ideal Team Size,Career Aspiration,Work-Life Balance Preference,Matched Role
Lisa Wagner,Network Administrator (4 yrs); DevOps Engineer (3 yrs),"Critical Thinking, Java, Team Leadership, SQL","CompTIA Security+, Cisco CCNA","MBA, University of Florida","Japanese, English",DevOps Engineer project: Outcome - Target innovative markets; DevOps Engineer project: Outcome - Engage b2c metrics,No,1.2,3.9,2.2,4.2,3.8,Creative,Competitive,Structured,Coordinator,Medium,Finance,On-site,Large (16+),Innovation,High,Security Engineer
Tyrone Lawrence,Business Analyst (4 yrs); Business Analyst (5 yrs),"AWS, Critical Thinking, Team Leadership, Docker","Cisco CCNA, PMP","BSc Information Systems, University of California","French, Spanish",Project Manager project: Outcome - Redefine best-of-breed e-commerce; Security Analyst project: Outcome - Envisioneer out-of-the-box convergence,Yes,2.9,1.5,1.1,3.4,3.8,Intuitive,Collaborative,Structured,Implementer,Low,Finance,On-site,Small (1-5),Technical Expert,High,Product Owner
Jessica Smith,Security Analyst (2 yrs); Security Analyst (5 yrs),"Problem Solving, Java, AWS, Docker","AWS Certified Solutions Architect, Cisco CCNA","BSc Computer Science, University of Texas","Spanish, French",Business Analyst project: Outcome - Envisioneer efficient platforms; Network Administrator project: Outcome - Engineer mission-critical interfaces,Yes,3.0,2.5,2.5,5.0,4.0,Analytical,Competitive,Structured,Shaper,Medium,Retail,Remote,Medium (6-15),Management,High,Systems Architect
Caitlin Moran,Security Analyst (5 yrs); Data Scientist (3 yrs),"SQL, Docker, Critical Thinking, Java","AWS Certified Solutions Architect, PMP","BSc Information Systems, University of California","French, German",Security Analyst project: Outcome - Leverage bleeding-edge mindshare; Business Analyst project: Outcome - Cultivate value-added portals,Yes,3.3,3.4,4.0,1.6,3.3,Intuitive,Avoidant,Structured,Shaper,High,Technology,Hybrid,Medium (6-15),Technical Expert,Low,Security Engineer
Shawn Johnson,Project Manager (3 yrs); Business Analyst (2 yrs),"Python, Time Management, Critical Thinking, Java","AWS Certified Solutions Architect, Certified ScrumMaster (CSM)","BEng Software Engineering, University of California","French, English",Business Analyst project: Outcome - Innovate visionary architectures; Software Engineer project: Outcome - Embrace customized e-tailers,No,1.8,4.6,2.2,4.8,3.5,Intuitive,Avoidant,Structured,Implementer,Medium,Retail,On-site,Large (16+),Technical Expert,High,QA Engineer
Nicole Perkins,Network Administrator (1 yrs); Cloud Architect (1 yrs),"Java, Docker, SQL, Time Management","Cisco CCNA, CompTIA Security+","MSc Data Science, Stanford University","Spanish, German",DevOps Engineer project: Outcome - Engage rich e-business; Network Administrator project: Outcome - Morph visionary web services,Yes,1.5,4.4,4.1,2.1,2.2,Intuitive,Competitive,Balanced,Completer-Finisher,High,Finance,Remote,Small (1-5),Technical Expert,High,Security Engineer
Mathew Jordan,Cloud Architect (3 yrs); Cloud Architect (5 yrs),"AWS, SQL, Team Leadership, Time Management","AWS Certified Solutions Architect, CompTIA Security+","MBA, Stanford University","French, Mandarin",Data Scientist project: Outcome - Synthesize 24/7 systems; DevOps Engineer project: Outcome - Incentivize robust web-readiness,Yes,3.2,2.8,3.0,1.1,1.2,Intuitive,Collaborative,Flexible,Implementer,High,Technology,Remote,Medium (6-15),Management,Moderate,Data Analyst
Priscilla Smith,DevOps Engineer (4 yrs); Network Administrator (2 yrs),"SQL, Python, Docker, Critical Thinking","AWS Certified Solutions Architect, Certified ScrumMaster (CSM)","MBA, MIT","Spanish, Japanese",Security Analyst project: Outcome - Deploy value-added info-mediaries; DevOps Engineer project: Outcome - Enhance ubiquitous paradigms,No,4.9,4.1,2.5,4.9,4.4,Analytical,Competitive,Structured,Resource Investigator,High,Manufacturing,On-site,Large (16+),Technical Expert,High,Backend Developer
Laura Santos,Project Manager (5 yrs); Software Engineer (3 yrs),"Docker, Communication, Problem Solving, SQL","Cisco CCNA, Certified ScrumMaster (CSM)","BEng Software Engineering, Carnegie Mellon University","Japanese, Spanish",Software Engineer project: Outcome - Grow compelling relationships; Software Engineer project: Outcome - Strategize vertical initiatives,No,4.9,3.7,2.8,2.4,1.4,Logical,Avoidant,Balanced,Coordinator,High,Education,On-site,Large (16+),Management,Moderate,QA Engineer
Dr. Judy Herman,Security Analyst (3 yrs); Business Analyst (3 yrs),"Communication, AWS, Time Management, Docker","PMP, Cisco CCNA","BSc Computer Science, University of Florida","Mandarin, French",DevOps Engineer project: Outcome - Redefine mission-critical web-readiness; Business Analyst project: Outcome - Reinvent end-to-end roi,No,2.6,4.8,1.1,3.4,3.3,Creative,Collaborative,Structured,Shaper,High,Technology,On-site,Small (1-5),Leadership,Low,Security Engineer
Travis Reyes,Security Analyst (5 yrs); Data Scientist (4 yrs),"Docker, Team Leadership, Critical Thinking, Time Management","Certified ScrumMaster (CSM), Cisco CCNA","BA Business Administration, University of Texas","English, French",Network Administrator project: Outcome - Engineer 24/7 functionalities; Data Scientist project: Outcome - Scale 24/7 synergies,No,4.7,3.3,5.0,2.2,4.3,Creative,Collaborative,Structured,Resource Investigator,High,Manufacturing,Remote,Small (1-5),Innovation,High,DevOps Specialist
John Parker,Project Manager (5 yrs); Software Engineer (2 yrs),"Time Management, Docker, Problem Solving, Python","PMP, Certified ScrumMaster (CSM)","BEng Software Engineering, University of Texas","French, Spanish",Cloud Architect project: Outcome - Engineer real-time markets; Security Analyst project: Outcome - Productize interactive deliverables,Yes,1.0,3.6,3.6,3.4,3.9,Creative,Collaborative,Structured,Completer-Finisher,High,Finance,On-site,Large (16+),Management,Moderate,Systems Architect
Tyler Jackson,Business Analyst (3 yrs); Security Analyst (1 yrs),"Problem Solving, SQL, Docker, Python","PMP, Certified Information Systems Security Professional (CISSP)","BSc Computer Science, University of Florida","Mandarin, English",Network Administrator project: Outcome - Mesh value-added functionalities; Project Manager project: Outcome - Engage ubiquitous web-readiness,Yes,3.5,2.2,2.5,2.6,1.6,Analytical,Compromising,Flexible,Coordinator,Low,Manufacturing,Hybrid,Large (16+),Innovation,Low,Product Owner
Mark Barnett,Data Scientist (1 yrs); DevOps Engineer (1 yrs),"Communication, Critical Thinking, Python, SQL","AWS Certified Solutions Architect, Certified Information Systems Security Professional (CISSP)","MBA, Carnegie Mellon University","Japanese, English",DevOps Engineer project: Outcome - Engineer open-source convergence; Project Manager project: Outcome - Integrate interactive experiences,No,3.1,2.3,4.9,3.6,4.1,Intuitive,Collaborative,Flexible,Resource Investigator,Low,Healthcare,Remote,Medium (6-15),Technical Expert,High,Data Analyst
James Chavez,Project Manager (2 yrs); Network Administrator (1 yrs),"Java, Problem Solving, Team Leadership, SQL","Certified Information Systems Security Professional (CISSP), Certified ScrumMaster (CSM)","MSc Data Science, University of Florida","Mandarin, Japanese",Cloud Architect project: Outcome - Morph bleeding-edge infrastructures; Network Administrator project: Outcome - Integrate compelling roi,Yes,4.0,1.3,3.0,1.4,4.8,Creative,Avoidant,Flexible,Implementer,Medium,Retail,Remote,Small (1-5),Innovation,Moderate,Security Engineer
Nathaniel Brooks,Business Analyst (1 yrs); Business Analyst (4 yrs),"Python, Docker, AWS, Critical Thinking","AWS Certified Solutions Architect, Certified ScrumMaster (CSM)","BSc Computer Science, Carnegie Mellon University","Spanish, Japanese",Business Analyst project: Outcome - Incubate turn-key channels; Business Analyst project: Outcome - Streamline compelling content,No,1.3,3.7,4.1,2.5,1.4,Logical,Avoidant,Structured,Resource Investigator,Low,Healthcare,Remote,Small (1-5),Innovation,Moderate,Backend Developer
Ryan Hodges,Business Analyst (5 yrs); Security Analyst (3 yrs),"Team Leadership, Docker, Time Management, SQL","Certified Information Systems Security Professional (CISSP), CompTIA Security+","BEng Software Engineering, University of Florida","German, Spanish",Software Engineer project: Outcome - Monetize sticky schemas; Network Administrator project: Outcome - Reinvent robust web-readiness,Yes,1.5,3.8,4.2,4.6,3.8,Logical,Avoidant,Balanced,Shaper,High,Technology,Remote,Large (16+),Management,Moderate,QA Engineer
Tim Drake,Cloud Architect (4 yrs); Software Engineer (4 yrs),"Python, AWS, Team Leadership, Time Management","PMP, Cisco CCNA","MSc Data Science, MIT","Spanish, English",Data Scientist project: Outcome - Monetize next-generation solutions; Business Analyst project: Outcome - Syndicate robust portals,No,2.2,1.3,3.9,2.6,2.6,Creative,Competitive,Balanced,Resource Investigator,Low,Healthcare,On-site,Large (16+),Technical Expert,Low,Backend Developer
Christina Stewart,Software Engineer (3 yrs); Business Analyst (1 yrs),"Communication, Problem Solving, Java, Team Leadership","Cisco CCNA, Certified ScrumMaster (CSM)","MSc Data Science, Stanford University","Mandarin, German",Network Administrator project: Outcome - E-enable frictionless web services; Cloud Architect project: Outcome - Deliver value-added systems,No,4.2,1.6,1.8,1.5,1.2,Creative,Competitive,Balanced,Shaper,Medium,Technology,Hybrid,Large (16+),Management,Low,Product Owner
Meghan Phelps,Security Analyst (1 yrs); Cloud Architect (2 yrs),"Docker, Python, Team Leadership, Problem Solving","PMP, Certified ScrumMaster (CSM)","BSc Information Systems, Stanford University","Japanese, French",Project Manager project: Outcome - E-enable proactive e-commerce; Cloud Architect project: Outcome - Re-intermediate dynamic architectures,Yes,2.1,2.1,1.4,3.5,3.8,Creative,Collaborative,Flexible,Implementer,High,Manufacturing,Hybrid,Small (1-5),Management,High,QA Engineer
Charles Garcia,DevOps Engineer (1 yrs); Cloud Architect (1 yrs),"Java, Communication, AWS, Time Management","Cisco CCNA, CompTIA Security+","MBA, MIT","Japanese, French",Security Analyst project: Outcome - Streamline 24/7 e-business; Software Engineer project: Outcome - Disintermediate open-source e-services,Yes,3.7,3.0,1.2,3.8,3.4,Logical,Compromising,Structured,Completer-Finisher,Low,Healthcare,Hybrid,Small (1-5),Technical Expert,Moderate,Backend Developer
Kristine Zamora,Data Scientist (5 yrs); Project Manager (2 yrs),"Java, Critical Thinking, Problem Solving, SQL","CompTIA Security+, Cisco CCNA","BSc Computer Science, University of Texas","French, Spanish",DevOps Engineer project: Outcome - Target interactive niches; Security Analyst project: Outcome - Deploy dynamic relationships,No,3.0,3.4,2.1,2.3,3.5,Creative,Competitive,Structured,Coordinator,Medium,Education,Remote,Large (16+),Management,High,Data Analyst
Sheena Bell,Business Analyst (2 yrs); Security Analyst (2 yrs),"Communication, Problem Solving, Docker, Java","Certified Information Systems Security Professional (CISSP), Certified ScrumMaster (CSM)","BA Business Administration, MIT","Japanese, Mandarin",Cloud Architect project: Outcome - Re-contextualize frictionless solutions; DevOps Engineer project: Outcome - Brand bleeding-edge experiences,Yes,2.6,4.1,3.3,4.9,2.3,Creative,Avoidant,Structured,Implementer,Medium,Technology,Remote,Small (1-5),Management,Moderate,Data Analyst
Danielle Reilly,Data Scientist (1 yrs); Cloud Architect (1 yrs),"Critical Thinking, SQL, Python, Time Management","AWS Certified Solutions Architect, Certified ScrumMaster (CSM)","BA Business Administration, MIT","Mandarin, French",Business Analyst project: Outcome - Streamline out-of-the-box web-readiness; Data Scientist project: Outcome - Whiteboard back-end e-commerce,No,1.1,1.2,4.8,3.6,4.0,Intuitive,Compromising,Flexible,Completer-Finisher,Medium,Retail,Remote,Small (1-5),Technical Expert,High,DevOps Specialist
Randy Herrera,Security Analyst (5 yrs); Data Scientist (4 yrs),"Critical Thinking, Problem Solving, Communication, AWS","Certified ScrumMaster (CSM), Cisco CCNA","BEng Software Engineering, University of Florida","Spanish, French",Business Analyst project: Outcome - Deploy plug-and-play relationships; DevOps Engineer project: Outcome - Morph collaborative experiences,No,4.2,4.9,3.0,1.8,4.3,Logical,Competitive,Structured,Coordinator,Medium,Education,Remote,Small (1-5),Leadership,Moderate,Product Owner
Rebecca Davies,Software Engineer (5 yrs); Cloud Architect (2 yrs),"Java, Docker, Team Leadership, Critical Thinking","Certified Information Systems Security Professional (CISSP), Cisco CCNA","MBA, Stanford University","Japanese, Mandarin",Network Administrator project: Outcome - Productize world-class e-business; Data Scientist project: Outcome - Optimize viral systems,Yes,1.9,2.4,4.2,3.9,1.4,Logical,Avoidant,Flexible,Shaper,High,Technology,On-site,Medium (6-15),Innovation,Low,IT Support Specialist
Chad Hart,Data Scientist (4 yrs); Network Administrator (1 yrs),"Time Management, Critical Thinking, Java, AWS","AWS Certified Solutions Architect, Cisco CCNA","BEng Software Engineering, University of Texas","French, Spanish",Software Engineer project: Outcome - Orchestrate granular markets; Project Manager project: Outcome - Transform collaborative models,Yes,2.1,3.7,2.6,3.2,5.0,Logical,Compromising,Flexible,Coordinator,Low,Manufacturing,On-site,Large (16+),Management,High,Data Analyst
Peter Berry,DevOps Engineer (2 yrs); Network Administrator (5 yrs),"Time Management, Python, AWS, Team Leadership","PMP, Certified ScrumMaster (CSM)","MSc Data Science, MIT","English, French",DevOps Engineer project: Outcome - Matrix value-added models; Project Manager project: Outcome - Strategize e-business e-tailers,Yes,3.4,4.0,3.8,2.0,3.1,Creative,Compromising,Balanced,Implementer,High,Retail,Remote,Large (16+),Management,High,DevOps Specialist
Whitney Hudson,Project Manager (5 yrs); Security Analyst (1 yrs),"Time Management, Python, Team Leadership, AWS","AWS Certified Solutions Architect, CompTIA Security+","BEng Software Engineering, MIT","Mandarin, English",Project Manager project: Outcome - Reinvent synergistic systems; Cloud Architect project: Outcome - Leverage innovative users,No,4.7,2.9,2.5,4.3,2.6,Logical,Avoidant,Structured,Completer-Finisher,Low,Retail,On-site,Medium (6-15),Management,Moderate,Security Engineer
James Diaz,Business Analyst (2 yrs); Security Analyst (3 yrs),"Time Management, Communication, AWS, Problem Solving","CompTIA Security+, Certified ScrumMaster (CSM)","BEng Software Engineering, University of Texas","Spanish, Japanese",Cloud Architect project: Outcome - Leverage plug-and-play platforms; DevOps Engineer project: Outcome - Maximize sticky experiences,Yes,4.8,3.8,4.0,2.2,2.7,Logical,Avoidant,Balanced,Shaper,High,Healthcare,On-site,Medium (6-15),Innovation,Moderate,Product Owner
Amanda Sanchez,Software Engineer (2 yrs); Security Analyst (4 yrs),"Java, Time Management, Problem Solving, AWS","Certified ScrumMaster (CSM), PMP","BSc Information Systems, University of California","Japanese, Spanish",Project Manager project: Outcome - Extend vertical applications; Data Scientist project: Outcome - Syndicate world-class methodologies,No,4.3,1.5,3.9,1.4,4.6,Creative,Compromising,Flexible,Resource Investigator,Medium,Technology,Remote,Medium (6-15),Management,Moderate,QA Engineer
Dawn Melendez,Cloud Architect (1 yrs); DevOps Engineer (2 yrs),"Docker, Critical Thinking, Communication, SQL","Certified ScrumMaster (CSM), Cisco CCNA","MBA, University of California","Mandarin, Japanese",Business Analyst project: Outcome - Streamline b2b web-readiness; Cloud Architect project: Outcome - Engineer killer models,No,1.9,4.3,2.4,3.1,1.4,Intuitive,Competitive,Structured,Completer-Finisher,Low,Finance,On-site,Small (1-5),Management,Moderate,Product Owner
Dr. Sarah Nguyen,DevOps Engineer (3 yrs); Network Administrator (5 yrs),"AWS, Communication, Critical Thinking, Problem Solving","AWS Certified Solutions Architect, Certified Information Systems Security Professional (CISSP)","MBA, University of Texas","French, Spanish",Security Analyst project: Outcome - Integrate customized platforms; Data Scientist project: Outcome - Innovate web-enabled experiences,No,2.0,2.9,3.5,4.1,4.3,Intuitive,Competitive,Balanced,Implementer,Low,Technology,On-site,Large (16+),Management,Low,QA Engineer
Joseph Ayala,Data Scientist (2 yrs); Network Administrator (4 yrs),"Docker, Communication, Critical Thinking, SQL","Certified Information Systems Security Professional (CISSP), Cisco CCNA","MBA, Carnegie Mellon University","Spanish, Mandarin",Project Manager project: Outcome - Exploit intuitive action-items; Software Engineer project: Outcome - Incubate b2c niches,No,4.2,2.0,4.1,4.1,1.3,Logical,Compromising,Flexible,Coordinator,High,Finance,Remote,Large (16+),Innovation,Low,Product Owner
Vernon Kim,DevOps Engineer (1 yrs); Project Manager (5 yrs),"Critical Thinking, Problem Solving, Team Leadership, AWS","Cisco CCNA, PMP","BEng Software Engineering, Stanford University","English, Spanish",Software Engineer project: Outcome - Generate plug-and-play schemas; Software Engineer project: Outcome - Whiteboard ubiquitous relationships,No,3.0,2.5,2.7,3.8,4.5,Intuitive,Avoidant,Balanced,Coordinator,Medium,Healthcare,Remote,Small (1-5),Innovation,High,DevOps Specialist
Paige Cervantes,Cloud Architect (3 yrs); Data Scientist (4 yrs),"Critical Thinking, Python, Time Management, Java","Cisco CCNA, AWS Certified Solutions Architect","BSc Information Systems, University of California","English, French",Data Scientist project: Outcome - Iterate transparent schemas; Security Analyst project: Outcome - Transform distributed web services,No,2.9,4.7,1.4,2.4,2.1,Logical,Compromising,Balanced,Coordinator,High,Manufacturing,Hybrid,Small (1-5),Leadership,Moderate,Product Owner
Parker Wilson,DevOps Engineer (3 yrs); Security Analyst (2 yrs),"Communication, Docker, Time Management, Problem Solving","Certified ScrumMaster (CSM), CompTIA Security+","BA Business Administration, MIT","German, English",Network Administrator project: Outcome - Innovate e-business methodologies; Cloud Architect project: Outcome - Envisioneer strategic users,No,4.7,1.5,4.4,3.3,1.2,Analytical,Collaborative,Structured,Resource Investigator,High,Finance,Remote,Medium (6-15),Technical Expert,Moderate,QA Engineer
Matthew Thompson,Business Analyst (3 yrs); Project Manager (4 yrs),"Java, Team Leadership, Communication, AWS","Certified ScrumMaster (CSM), PMP","MSc Data Science, Carnegie Mellon University","Spanish, English",Project Manager project: Outcome - Iterate ubiquitous networks; Security Analyst project: Outcome - Transition user-centric roi,Yes,2.9,1.5,2.0,2.3,1.6,Creative,Collaborative,Structured,Shaper,High,Education,On-site,Small (1-5),Innovation,High,DevOps Specialist
Tracey Ryan,Cloud Architect (1 yrs); Data Scientist (1 yrs),"Team Leadership, Docker, SQL, Time Management","Certified Information Systems Security Professional (CISSP), CompTIA Security+","BSc Information Systems, Carnegie Mellon University","Spanish, Mandarin",Network Administrator project: Outcome - Integrate front-end convergence; Security Analyst project: Outcome - Scale back-end networks,Yes,3.8,4.9,1.1,4.2,1.8,Logical,Competitive,Flexible,Implementer,Low,Retail,On-site,Small (1-5),Management,Moderate,QA Engineer
Melvin Neal,Business Analyst (4 yrs); Data Scientist (4 yrs),"Critical Thinking, Team Leadership, SQL, Python","Cisco CCNA, Certified ScrumMaster (CSM)","BEng Software Engineering, University of Florida","Japanese, German",Data Scientist project: Outcome - Transform wireless e-services; Security Analyst project: Outcome - Whiteboard real-time info-mediaries,No,2.1,4.4,3.0,3.8,3.3,Analytical,Competitive,Structured,Completer-Finisher,Medium,Retail,Hybrid,Large (16+),Innovation,Moderate,Security Engineer
Elizabeth Andrews,Business Analyst (2 yrs); Data Scientist (4 yrs),"Critical Thinking, Java, Python, SQL","Certified ScrumMaster (CSM), CompTIA Security+","MSc Data Science, MIT","Spanish, Japanese",Network Administrator project: Outcome - Productize killer eyeballs; Security Analyst project: Outcome - Whiteboard clicks-and-mortar e-tailers,No,2.6,4.9,4.5,5.0,1.3,Creative,Collaborative,Balanced,Resource Investigator,Low,Education,Remote,Medium (6-15),Leadership,High,Systems Architect
Adam Jackson,Software Engineer (3 yrs); Security Analyst (3 yrs),"Communication, Java, Python, Problem Solving","CompTIA Security+, Certified ScrumMaster (CSM)","BSc Computer Science, University of California","Japanese, French",Network Administrator project: Outcome - Aggregate proactive web-readiness; Network Administrator project: Outcome - Aggregate distributed methodologies,Yes,4.6,1.5,4.0,2.4,3.3,Analytical,Compromising,Flexible,Implementer,Medium,Finance,Remote,Medium (6-15),Management,Low,QA Engineer
Jillian Wilcox,Software Engineer (3 yrs); Business Analyst (1 yrs),"Team Leadership, Java, Problem Solving, SQL","AWS Certified Solutions Architect, Certified ScrumMaster (CSM)","MBA, University of Florida","Mandarin, Japanese",Business Analyst project: Outcome - Redefine sticky systems; DevOps Engineer project: Outcome - Integrate end-to-end partnerships,Yes,2.4,1.5,1.8,2.3,2.6,Logical,Competitive,Balanced,Completer-Finisher,High,Healthcare,On-site,Medium (6-15),Innovation,Moderate,Backend Developer
Lindsey Morris,Network Administrator (5 yrs); Network Administrator (3 yrs),"Java, SQL, Team Leadership, Communication","CompTIA Security+, AWS Certified Solutions Architect","BEng Software Engineering, University of Florida","Mandarin, Japanese",Business Analyst project: Outcome - Innovate wireless models; Project Manager project: Outcome - Maximize magnetic bandwidth,Yes,1.7,3.1,2.2,3.4,1.0,Analytical,Collaborative,Structured,Coordinator,Low,Retail,Hybrid,Small (1-5),Leadership,Moderate,IT Support Specialist
Vincent Hill,Data Scientist (2 yrs); DevOps Engineer (2 yrs),"Critical Thinking, Team Leadership, SQL, Time Management","CompTIA Security+, Cisco CCNA","BEng Software Engineering, University of Texas","Spanish, French",Data Scientist project: Outcome - Expedite viral interfaces; Cloud Architect project: Outcome - Syndicate holistic partnerships,No,5.0,3.9,1.9,1.1,2.7,Analytical,Collaborative,Structured,Completer-Finisher,Low,Finance,Hybrid,Small (1-5),Innovation,Moderate,Security Engineer
Mr. Adam Perez,Project Manager (2 yrs); Software Engineer (2 yrs),"Team Leadership, Communication, Critical Thinking, AWS","PMP, Certified Information Systems Security Professional (CISSP)","BSc Computer Science, University of Florida","French, German",Business Analyst project: Outcome - Synergize efficient models; Software Engineer project: Outcome - Redefine plug-and-play models,Yes,4.6,1.5,2.1,4.4,4.0,Creative,Competitive,Balanced,Shaper,High,Healthcare,Remote,Small (1-5),Technical Expert,Low,Security Engineer
Mr. John Cooper,Cloud Architect (5 yrs); Security Analyst (4 yrs),"Docker, Team Leadership, Critical Thinking, SQL","AWS Certified Solutions Architect, Certified Information Systems Security Professional (CISSP)","BA Business Administration, Stanford University","Mandarin, French",Project Manager project: Outcome - Redefine out-of-the-box e-services; Network Administrator project: Outcome - Scale magnetic markets,Yes,4.7,2.5,4.2,2.8,1.8,Creative,Collaborative,Structured,Resource Investigator,Medium,Education,On-site,Medium (6-15),Technical Expert,Low,Backend Developer
Stephanie Rodriguez,DevOps Engineer (2 yrs); Project Manager (3 yrs),"Time Management, Java, Python, Problem Solving","Certified Information Systems Security Professional (CISSP), PMP","MSc Data Science, University of Texas","Japanese, English",Data Scientist project: Outcome - Drive e-business solutions; Project Manager project: Outcome - E-enable value-added synergies,No,1.5,4.6,2.0,3.5,4.2,Intuitive,Compromising,Balanced,Coordinator,Low,Finance,On-site,Medium (6-15),Leadership,High,Data Analyst
Calvin Rodriguez,DevOps Engineer (5 yrs); Software Engineer (4 yrs),"Java, SQL, Team Leadership, Python","Certified ScrumMaster (CSM), AWS Certified Solutions Architect","BSc Computer Science, Carnegie Mellon University","French, Japanese",Software Engineer project: Outcome - Embrace leading-edge e-business; Business Analyst project: Outcome - Enable real-time e-commerce,No,2.9,2.4,4.9,1.0,1.9,Intuitive,Avoidant,Balanced,Coordinator,High,Retail,Hybrid,Medium (6-15),Leadership,High,Systems Architect
Joy Day,Data Scientist (2 yrs); Network Administrator (5 yrs),"Problem Solving, Python, Java, Docker","Certified ScrumMaster (CSM), Certified Information Systems Security Professional (CISSP)","BSc Information Systems, Stanford University","English, Spanish",Business Analyst project: Outcome - Engineer viral solutions; Network Administrator project: Outcome - Benchmark rich markets,Yes,2.0,3.7,4.4,3.5,2.9,Creative,Collaborative,Flexible,Shaper,Medium,Manufacturing,Remote,Large (16+),Innovation,Low,Security Engineer
Timothy Gamble,Data Scientist (4 yrs); DevOps Engineer (3 yrs),"Docker, Python, Java, Time Management","Cisco CCNA, PMP","BEng Software Engineering, University of Texas","German, Spanish",Cloud Architect project: Outcome - Enhance dot-com bandwidth; Cloud Architect project: Outcome - Revolutionize mission-critical networks,Yes,3.8,4.3,4.5,1.6,4.4,Analytical,Avoidant,Balanced,Implementer,High,Education,Remote,Large (16+),Management,Moderate,IT Support Specialist
David Hensley,DevOps Engineer (2 yrs); Business Analyst (5 yrs),"Time Management, Python, Team Leadership, Critical Thinking","PMP, Cisco CCNA","BEng Software Engineering, University of California","French, Mandarin",Data Scientist project: Outcome - Implement rich metrics; Data Scientist project: Outcome - Synthesize virtual systems,No,4.6,4.6,4.0,2.8,1.6,Logical,Collaborative,Balanced,Completer-Finisher,High,Healthcare,Remote,Medium (6-15),Technical Expert,Low,Security Engineer
James Bailey,Software Engineer (4 yrs); Data Scientist (3 yrs),"Java, Communication, Critical Thinking, Time Management","CompTIA Security+, AWS Certified Solutions Architect","MBA, University of Texas","German, French",Data Scientist project: Outcome - Benchmark 24/365 bandwidth; Security Analyst project: Outcome - Deploy cross-media applications,No,2.7,2.2,4.7,4.0,1.9,Analytical,Compromising,Structured,Coordinator,Medium,Manufacturing,Remote,Medium (6-15),Management,Moderate,Systems Architect
Sarah Snow,Network Administrator (2 yrs); Software Engineer (4 yrs),"Docker, Java, Python, AWS","Certified ScrumMaster (CSM), Cisco CCNA","BEng Software Engineering, Stanford University","Mandarin, German",Network Administrator project: Outcome - Transition holistic interfaces; Software Engineer project: Outcome - Empower rich niches,No,4.7,2.5,3.7,4.6,2.6,Creative,Competitive,Structured,Completer-Finisher,High,Retail,Hybrid,Medium (6-15),Innovation,Moderate,QA Engineer
Noah Moore,Software Engineer (3 yrs); Network Administrator (3 yrs),"AWS, Python, SQL, Java","Certified Information Systems Security Professional (CISSP), CompTIA Security+","BSc Computer Science, University of Florida","English, French",Cloud Architect project: Outcome - Synthesize leading-edge synergies; Network Administrator project: Outcome - Redefine real-time systems,No,3.3,3.6,3.1,2.9,1.1,Analytical,Compromising,Structured,Implementer,Medium,Technology,On-site,Medium (6-15),Innovation,Low,Product Owner
Joe Sanders,Cloud Architect (4 yrs); Software Engineer (4 yrs),"Critical Thinking, Problem Solving, Java, Docker","CompTIA Security+, Certified ScrumMaster (CSM)","BEng Software Engineering, MIT","English, Mandarin",Software Engineer project: Outcome - Whiteboard cross-platform bandwidth; Data Scientist project: Outcome - Engineer world-class info-mediaries,No,2.0,2.1,4.2,3.5,4.6,Analytical,Compromising,Flexible,Resource Investigator,Low,Retail,Hybrid,Small (1-5),Leadership,High,QA Engineer
Derek Cox,Security Analyst (4 yrs); DevOps Engineer (3 yrs),"Java, Team Leadership, Python, AWS","CompTIA Security+, PMP","BA Business Administration, Carnegie Mellon University","German, Mandarin",Security Analyst project: Outcome - Evolve ubiquitous initiatives; Security Analyst project: Outcome - Deliver bleeding-edge e-business,Yes,1.5,4.8,1.1,5.0,3.9,Analytical,Competitive,Structured,Implementer,Low,Healthcare,Remote,Small (1-5),Leadership,High,QA Engineer
Brian May,Project Manager (5 yrs); DevOps Engineer (1 yrs),"Problem Solving, Python, Time Management, Team Leadership","Certified Information Systems Security Professional (CISSP), AWS Certified Solutions Architect","BA Business Administration, Carnegie Mellon University","Spanish, German",Project Manager project: Outcome - Engineer seamless eyeballs; Software Engineer project: Outcome - Leverage wireless e-services,No,1.9,4.5,1.1,3.4,2.1,Creative,Compromising,Flexible,Coordinator,Low,Retail,On-site,Medium (6-15),Technical Expert,Moderate,Data Analyst
Rebecca Nunez,Software Engineer (4 yrs); Software Engineer (5 yrs),"Problem Solving, Time Management, Docker, Java","AWS Certified Solutions Architect, Cisco CCNA","BA Business Administration, University of California","German, English",Cloud Architect project: Outcome - Deploy magnetic bandwidth; Software Engineer project: Outcome - Enable efficient users,Yes,3.0,3.3,3.9,2.6,2.0,Intuitive,Competitive,Structured,Shaper,High,Technology,Remote,Medium (6-15),Technical Expert,Low,Backend Developer
